Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Day,Day_Sort,Month,Month_sort,Age_Group,Quantity_Category,Weekday_flag
247,04-10-2023,CUST247,Male,41,Electronics,2,30,60,Wednesday,3,October,10,35–44,Few Items,Weekday
248,09-03-2023,CUST248,Male,26,Clothing,3,300,900,Thursday,4,March,3,25–34,Few Items,Weekday
249,20-10-2023,CUST249,Male,20,Clothing,1,50,50,Friday,5,October,10,18–24,Single Item,Weekday
250,23-10-2023,CUST250,Male,48,Electronics,1,50,50,Monday,1,October,10,45–54,Single Item,Weekday
251,31-08-2023,CUST251,Female,57,Beauty,4,50,200,Thursday,4,August,8,55–64,Bulk Purchase,Weekday
252,05-05-2023,CUST252,Male,54,Electronics,1,300,300,Friday,5,May,5,45–54,Single Item,Weekday
253,31-08-2023,CUST253,Female,53,Clothing,4,500,2000,Thursday,4,August,8,45–54,Bulk Purchase,Weekday
254,28-07-2023,CUST254,Male,41,Electronics,1,500,500,Friday,5,July,7,35–44,Single Item,Weekday
255,08-04-2023,CUST255,Male,48,Clothing,1,30,30,Saturday,6,April,4,45–54,Single Item,Weekend
256,18-02-2023,CUST256,Male,23,Clothing,2,500,1000,Saturday,6,February,2,18–24,Few Items,Weekend
257,19-02-2023,CUST257,Male,19,Beauty,4,500,2000,Sunday,7,February,2,18–24,Bulk Purchase,Weekend
258,04-12-2023,CUST258,Female,37,Clothing,1,50,50,Monday,1,December,12,35–44,Single Item,Weekday
259,09-08-2023,CUST259,Female,45,Clothing,4,50,200,Wednesday,3,August,8,45–54,Bulk Purchase,Weekday
260,01-07-2023,CUST260,Male,28,Beauty,2,30,60,Saturday,6,July,7,25–34,Few Items,Weekend
261,05-08-2023,CUST261,Male,21,Clothing,2,25,50,Saturday,6,August,8,18–24,Few Items,Weekend
262,30-07-2023,CUST262,Female,32,Beauty,4,30,120,Sunday,7,July,7,25–34,Bulk Purchase,Weekend
263,28-08-2023,CUST263,Male,23,Beauty,2,30,60,Monday,1,August,8,18–24,Few Items,Weekday
264,28-01-2023,CUST264,Male,47,Clothing,3,300,900,Saturday,6,January,1,45–54,Few Items,Weekend
265,11-12-2023,CUST265,Male,55,Clothing,3,300,900,Monday,1,December,12,55–64,Few Items,Weekday
266,01-12-2023,CUST266,Female,19,Electronics,2,30,60,Friday,5,December,12,18–24,Few Items,Weekday
267,27-11-2023,CUST267,Female,32,Beauty,3,30,90,Monday,1,November,11,25–34,Few Items,Weekday
268,20-02-2023,CUST268,Female,28,Electronics,1,30,30,Monday,1,February,2,25–34,Single Item,Weekday
269,01-02-2023,CUST269,Male,25,Clothing,4,500,2000,Wednesday,3,February,2,25–34,Bulk Purchase,Weekday
270,26-07-2023,CUST270,Male,43,Electronics,1,300,300,Wednesday,3,July,7,35–44,Single Item,Weekday
271,23-06-2023,CUST271,Female,62,Beauty,4,30,120,Friday,5,June,6,55–64,Bulk Purchase,Weekday
272,25-02-2023,CUST272,Female,61,Electronics,2,50,100,Saturday,6,February,2,55–64,Few Items,Weekend
273,08-05-2023,CUST273,Female,22,Beauty,1,50,50,Monday,1,May,5,18–24,Single Item,Weekday
274,09-04-2023,CUST274,Female,23,Clothing,2,500,1000,Sunday,7,April,4,18–24,Few Items,Weekend
275,08-04-2023,CUST275,Male,43,Clothing,2,500,1000,Saturday,6,April,4,35–44,Few Items,Weekend
276,02-10-2023,CUST276,Female,21,Beauty,4,25,100,Monday,1,October,10,18–24,Bulk Purchase,Weekday
277,18-08-2023,CUST277,Male,36,Clothing,4,25,100,Friday,5,August,8,35–44,Bulk Purchase,Weekday
278,13-03-2023,CUST278,Female,37,Clothing,4,25,100,Monday,1,March,3,35–44,Bulk Purchase,Weekday
279,05-08-2023,CUST279,Male,50,Clothing,1,500,500,Saturday,6,August,8,45–54,Single Item,Weekend
280,04-04-2023,CUST280,Female,37,Clothing,3,500,1500,Tuesday,2,April,4,35–44,Few Items,Weekday
281,23-05-2023,CUST281,Female,29,Beauty,4,500,2000,Tuesday,2,May,5,25–34,Bulk Purchase,Weekday
282,25-08-2023,CUST282,Female,64,Electronics,4,50,200,Friday,5,August,8,55–64,Bulk Purchase,Weekday
283,08-05-2023,CUST283,Female,18,Electronics,1,500,500,Monday,1,May,5,18–24,Single Item,Weekday
284,08-02-2023,CUST284,Male,43,Clothing,4,50,200,Wednesday,3,February,2,35–44,Bulk Purchase,Weekday
285,15-08-2023,CUST285,Female,31,Electronics,1,25,25,Tuesday,2,August,8,25–34,Single Item,Weekday
286,09-10-2023,CUST286,Male,55,Electronics,2,25,50,Monday,1,October,10,55–64,Few Items,Weekday
287,20-02-2023,CUST287,Male,54,Clothing,4,25,100,Monday,1,February,2,45–54,Bulk Purchase,Weekday
288,26-01-2023,CUST288,Male,28,Clothing,4,30,120,Thursday,4,January,1,25–34,Bulk Purchase,Weekday
289,30-11-2023,CUST289,Male,53,Electronics,2,30,60,Thursday,4,November,11,45–54,Few Items,Weekday
290,04-10-2023,CUST290,Female,30,Beauty,2,300,600,Wednesday,3,October,10,25–34,Few Items,Weekday
291,08-01-2023,CUST291,Male,60,Clothing,2,300,600,Sunday,7,January,1,55–64,Few Items,Weekend
292,17-02-2023,CUST292,Male,20,Beauty,4,300,1200,Friday,5,February,2,18–24,Bulk Purchase,Weekday
293,02-05-2023,CUST293,Male,50,Electronics,3,30,90,Tuesday,2,May,5,45–54,Few Items,Weekday
294,27-03-2023,CUST294,Female,23,Clothing,3,30,90,Monday,1,March,3,18–24,Few Items,Weekday
295,28-07-2023,CUST295,Female,27,Beauty,3,300,900,Friday,5,July,7,25–34,Few Items,Weekday
296,06-09-2023,CUST296,Female,22,Clothing,4,300,1200,Wednesday,3,September,9,18–24,Bulk Purchase,Weekday
297,04-09-2023,CUST297,Female,40,Electronics,2,500,1000,Monday,1,September,9,35–44,Few Items,Weekday
298,20-04-2023,CUST298,Male,27,Beauty,4,300,1200,Thursday,4,April,4,25–34,Bulk Purchase,Weekday
299,25-07-2023,CUST299,Male,61,Electronics,2,500,1000,Tuesday,2,July,7,55–64,Few Items,Weekday
300,31-01-2023,CUST300,Female,19,Electronics,4,50,200,Tuesday,2,January,1,18–24,Bulk Purchase,Weekday
301,26-03-2023,CUST301,Male,30,Clothing,4,30,120,Sunday,7,March,3,25–34,Bulk Purchase,Weekend
302,14-07-2023,CUST302,Male,57,Beauty,2,300,600,Friday,5,July,7,55–64,Few Items,Weekday
303,02-01-2023,CUST303,Male,19,Electronics,3,30,90,Monday,1,January,1,18–24,Few Items,Weekday
304,19-07-2023,CUST304,Female,37,Electronics,2,30,60,Wednesday,3,July,7,35–44,Few Items,Weekday
305,16-05-2023,CUST305,Female,18,Beauty,1,30,30,Tuesday,2,May,5,18–24,Single Item,Weekday
306,21-08-2023,CUST306,Male,54,Electronics,1,50,50,Monday,1,August,8,45–54,Single Item,Weekday
307,27-05-2023,CUST307,Female,26,Electronics,2,25,50,Saturday,6,May,5,25–34,Few Items,Weekend
308,05-08-2023,CUST308,Female,34,Beauty,4,300,1200,Saturday,6,August,8,25–34,Bulk Purchase,Weekend
309,23-12-2023,CUST309,Female,26,Beauty,1,25,25,Saturday,6,December,12,25–34,Single Item,Weekend
310,12-10-2023,CUST310,Female,28,Beauty,1,25,25,Thursday,4,October,10,25–34,Single Item,Weekday
311,05-12-2023,CUST311,Female,32,Beauty,4,25,100,Tuesday,2,December,12,25–34,Bulk Purchase,Weekday
312,07-09-2023,CUST312,Male,41,Clothing,4,30,120,Thursday,4,September,9,35–44,Bulk Purchase,Weekday
313,21-03-2023,CUST313,Female,55,Beauty,3,500,1500,Tuesday,2,March,3,55–64,Few Items,Weekday
314,08-04-2023,CUST314,Male,52,Clothing,4,30,120,Saturday,6,April,4,45–54,Bulk Purchase,Weekend
315,01-06-2023,CUST315,Male,47,Clothing,2,30,60,Thursday,4,June,6,45–54,Few Items,Weekday
316,22-04-2023,CUST316,Female,48,Clothing,2,25,50,Saturday,6,April,4,45–54,Few Items,Weekend
317,30-01-2023,CUST317,Male,22,Electronics,3,30,90,Monday,1,January,1,18–24,Few Items,Weekday
318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,Tuesday,2,October,10,55–64,Single Item,Weekday
319,05-10-2023,CUST319,Male,31,Clothing,1,500,500,Thursday,4,October,10,25–34,Single Item,Weekday
320,01-02-2023,CUST320,Female,28,Electronics,4,300,1200,Wednesday,3,February,2,25–34,Bulk Purchase,Weekday
321,10-06-2023,CUST321,Female,26,Electronics,2,25,50,Saturday,6,June,6,25–34,Few Items,Weekend
322,30-01-2023,CUST322,Male,51,Electronics,1,500,500,Monday,1,January,1,45–54,Single Item,Weekday
323,26-01-2023,CUST323,Female,29,Beauty,3,300,900,Thursday,4,January,1,25–34,Few Items,Weekday
324,27-10-2023,CUST324,Female,52,Electronics,3,50,150,Friday,5,October,10,45–54,Few Items,Weekday
325,02-09-2023,CUST325,Female,52,Electronics,2,25,50,Saturday,6,September,9,45–54,Few Items,Weekend
326,15-09-2023,CUST326,Female,18,Clothing,3,25,75,Friday,5,September,9,18–24,Few Items,Weekday
327,29-09-2023,CUST327,Male,57,Electronics,3,50,150,Friday,5,September,9,55–64,Few Items,Weekday
328,22-03-2023,CUST328,Male,39,Beauty,2,50,100,Wednesday,3,March,3,35–44,Few Items,Weekday
329,30-01-2023,CUST329,Female,46,Electronics,4,25,100,Monday,1,January,1,45–54,Bulk Purchase,Weekday
330,18-09-2023,CUST330,Female,25,Beauty,4,50,200,Monday,1,September,9,25–34,Bulk Purchase,Weekday
331,11-02-2023,CUST331,Male,28,Electronics,3,30,90,Saturday,6,February,2,25–34,Few Items,Weekend
332,06-04-2023,CUST332,Male,58,Electronics,4,300,1200,Thursday,4,April,4,55–64,Bulk Purchase,Weekday
333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,Sunday,7,February,2,45–54,Bulk Purchase,Weekend
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,Wednesday,3,November,11,25–34,Few Items,Weekday
335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,Saturday,6,February,2,45–54,Bulk Purchase,Weekend
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,Tuesday,2,December,12,45–54,Few Items,Weekday
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,Monday,1,May,5,35–44,Single Item,Weekday
338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,Wednesday,3,July,7,45–54,Few Items,Weekday
339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,Friday,5,March,3,18–24,Few Items,Weekday
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,Thursday,4,October,10,35–44,Bulk Purchase,Weekday
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,Sunday,7,May,5,25–34,Bulk Purchase,Weekend
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,Tuesday,2,October,10,35–44,Bulk Purchase,Weekday
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,Wednesday,3,November,11,18–24,Few Items,Weekday
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,Saturday,6,January,1,35–44,Single Item,Weekend
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,Tuesday,2,November,11,55–64,Single Item,Weekday
346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,Saturday,6,February,2,55–64,Few Items,Weekend
347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,Thursday,4,August,8,35–44,Single Item,Weekday
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,Sunday,7,December,12,35–44,Few Items,Weekend
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,Thursday,4,October,10,55–64,Single Item,Weekday
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,Tuesday,2,October,10,25–34,Few Items,Weekday
351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,Monday,1,September,9,55–64,Few Items,Weekday
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,Sunday,7,June,6,55–64,Few Items,Weekend
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,Sunday,7,May,5,25–34,Single Item,Weekend
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,Saturday,6,April,4,45–54,Bulk Purchase,Weekend
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,Saturday,6,December,12,55–64,Single Item,Weekend
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,Saturday,6,June,6,45–54,Few Items,Weekend
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,Wednesday,3,May,5,35–44,Few Items,Weekday
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,Tuesday,2,May,5,25–34,Single Item,Weekday
359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,Saturday,6,July,7,45–54,Single Item,Weekend
360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,Thursday,4,March,3,35–44,Bulk Purchase,Weekday
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,Sunday,7,December,12,25–34,Bulk Purchase,Weekend
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,Monday,1,November,11,45–54,Single Item,Weekday
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,Saturday,6,June,6,55–64,Single Item,Weekend
364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,Wednesday,3,August,8,18–24,Single Item,Weekday
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,Sunday,7,June,6,25–34,Single Item,Weekend
366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,Tuesday,2,February,2,55–64,Few Items,Weekday
367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,Thursday,4,January,1,55–64,Single Item,Weekday
368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,Wednesday,3,August,8,55–64,Bulk Purchase,Weekday
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,Wednesday,3,November,11,18–24,Few Items,Weekday
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,Monday,1,October,10,18–24,Few Items,Weekday
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,Tuesday,2,February,2,18–24,Single Item,Weekday
372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,Tuesday,2,February,2,18–24,Few Items,Weekday
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,Tuesday,2,October,10,25–34,Few Items,Weekday
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,Thursday,4,April,4,55–64,Few Items,Weekday
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,Sunday,7,September,9,25–34,Single Item,Weekend
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,Tuesday,2,May,5,55–64,Single Item,Weekday
377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,Thursday,4,March,3,45–54,Bulk Purchase,Weekday
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,Wednesday,3,June,6,45–54,Single Item,Weekday
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,Sunday,7,February,2,45–54,Single Item,Weekend
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,Saturday,6,May,5,55–64,Few Items,Weekend
381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,Sunday,7,July,7,35–44,Bulk Purchase,Weekend
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,Friday,5,May,5,45–54,Few Items,Weekday
383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,Wednesday,3,March,3,45–54,Few Items,Weekday
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,Sunday,7,August,8,55–64,Single Item,Weekend
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,Friday,5,October,10,45–54,Few Items,Weekday
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,Wednesday,3,December,12,45–54,Few Items,Weekday
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,Sunday,7,June,6,35–44,Single Item,Weekend
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,Friday,5,November,11,45–54,Single Item,Weekday
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,Friday,5,December,12,18–24,Few Items,Weekday
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,Thursday,4,September,9,35–44,Few Items,Weekday
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,Thursday,4,January,1,18–24,Few Items,Weekday
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,Friday,5,December,12,25–34,Few Items,Weekday
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,Wednesday,3,October,10,18–24,Few Items,Weekday
394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,Saturday,6,June,6,25–34,Single Item,Weekend
395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,Wednesday,3,December,12,45–54,Few Items,Weekday
396,23-02-2023,CUST396,Female,55,Beauty,1,30,30,Thursday,4,February,2,55–64,Single Item,Weekday
397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,Friday,5,March,3,25–34,Single Item,Weekday
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,Tuesday,2,May,5,45–54,Few Items,Weekday
399,01-03-2023,CUST399,Female,64,Beauty,2,30,60,Wednesday,3,March,3,55–64,Few Items,Weekday
400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,Friday,5,February,2,45–54,Bulk Purchase,Weekday
401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,Wednesday,3,October,10,55–64,Single Item,Weekday
402,21-03-2023,CUST402,Female,41,Clothing,2,300,600,Tuesday,2,March,3,35–44,Few Items,Weekday
403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,Saturday,6,May,5,25–34,Few Items,Weekend
404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,Thursday,4,May,5,45–54,Few Items,Weekday
405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,Monday,1,November,11,25–34,Bulk Purchase,Weekday
406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,Tuesday,2,April,4,18–24,Bulk Purchase,Weekday
407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,Sunday,7,June,6,45–54,Few Items,Weekend
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,Saturday,6,April,4,55–64,Single Item,Weekend
409,18-12-2023,CUST409,Female,21,Electronics,3,300,900,Monday,1,December,12,18–24,Few Items,Weekday
410,21-11-2023,CUST410,Female,29,Clothing,2,50,100,Tuesday,2,November,11,25–34,Few Items,Weekday
411,16-05-2023,CUST411,Male,62,Electronics,4,50,200,Tuesday,2,May,5,55–64,Bulk Purchase,Weekday
412,16-09-2023,CUST412,Female,19,Electronics,4,500,2000,Saturday,6,September,9,18–24,Bulk Purchase,Weekend
413,08-09-2023,CUST413,Female,44,Beauty,3,25,75,Friday,5,September,9,35–44,Few Items,Weekday
414,09-05-2023,CUST414,Male,48,Beauty,4,25,100,Tuesday,2,May,5,45–54,Bulk Purchase,Weekday
415,27-01-2023,CUST415,Male,53,Clothing,2,30,60,Friday,5,January,1,45–54,Few Items,Weekday
416,17-02-2023,CUST416,Male,53,Electronics,4,500,2000,Friday,5,February,2,45–54,Bulk Purchase,Weekday
417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,Tuesday,2,November,11,35–44,Few Items,Weekday
418,05-08-2023,CUST418,Female,60,Electronics,2,500,1000,Saturday,6,August,8,55–64,Few Items,Weekend
419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,Monday,1,May,5,35–44,Few Items,Weekday
420,23-01-2023,CUST420,Female,22,Clothing,4,500,2000,Monday,1,January,1,18–24,Bulk Purchase,Weekday
421,02-01-2023,CUST421,Female,37,Clothing,3,500,1500,Monday,1,January,1,35–44,Few Items,Weekday
422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,Tuesday,2,June,6,25–34,Few Items,Weekday
423,08-03-2023,CUST423,Female,27,Clothing,1,25,25,Wednesday,3,March,3,25–34,Single Item,Weekday
424,23-11-2023,CUST424,Male,57,Beauty,4,300,1200,Thursday,4,November,11,55–64,Bulk Purchase,Weekday
425,15-05-2023,CUST425,Female,55,Electronics,4,30,120,Monday,1,May,5,55–64,Bulk Purchase,Weekday
426,24-03-2023,CUST426,Male,23,Electronics,3,50,150,Friday,5,March,3,18–24,Few Items,Weekday
427,15-08-2023,CUST427,Male,25,Electronics,1,25,25,Tuesday,2,August,8,25–34,Single Item,Weekday
428,10-10-2023,CUST428,Female,40,Electronics,4,50,200,Tuesday,2,October,10,35–44,Bulk Purchase,Weekday
429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,Thursday,4,December,12,55–64,Few Items,Weekday
430,07-08-2023,CUST430,Female,43,Electronics,3,300,900,Monday,1,August,8,35–44,Few Items,Weekday
431,15-10-2023,CUST431,Male,63,Electronics,4,300,1200,Sunday,7,October,10,55–64,Bulk Purchase,Weekend
432,05-01-2023,CUST432,Female,60,Electronics,2,500,1000,Thursday,4,January,1,55–64,Few Items,Weekday
433,27-02-2023,CUST433,Male,29,Beauty,4,50,200,Monday,1,February,2,25–34,Bulk Purchase,Weekday
434,08-02-2023,CUST434,Female,43,Electronics,2,25,50,Wednesday,3,February,2,35–44,Few Items,Weekday
435,20-12-2023,CUST435,Female,30,Beauty,3,300,900,Wednesday,3,December,12,25–34,Few Items,Weekday
436,18-03-2023,CUST436,Female,57,Clothing,4,30,120,Saturday,6,March,3,55–64,Bulk Purchase,Weekend
437,07-10-2023,CUST437,Female,35,Electronics,4,300,1200,Saturday,6,October,10,35–44,Bulk Purchase,Weekend
438,19-01-2023,CUST438,Female,42,Clothing,1,30,30,Thursday,4,January,1,35–44,Single Item,Weekday
439,09-07-2023,CUST439,Male,50,Clothing,3,25,75,Sunday,7,July,7,45–54,Few Items,Weekend
440,26-10-2023,CUST440,Male,64,Clothing,2,300,600,Thursday,4,October,10,55–64,Few Items,Weekday
441,10-10-2023,CUST441,Male,57,Beauty,4,300,1200,Tuesday,2,October,10,55–64,Bulk Purchase,Weekday
442,17-03-2023,CUST442,Female,60,Clothing,4,25,100,Friday,5,March,3,55–64,Bulk Purchase,Weekday
443,09-08-2023,CUST443,Male,29,Clothing,2,300,600,Wednesday,3,August,8,25–34,Few Items,Weekday
444,07-03-2023,CUST444,Female,61,Clothing,3,30,90,Tuesday,2,March,3,55–64,Few Items,Weekday
445,22-01-2023,CUST445,Female,53,Electronics,1,300,300,Sunday,7,January,1,45–54,Single Item,Weekend
446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,Wednesday,3,June,6,18–24,Single Item,Weekday
447,06-07-2023,CUST447,Male,22,Beauty,4,500,2000,Thursday,4,July,7,18–24,Bulk Purchase,Weekday
448,21-01-2023,CUST448,Female,54,Beauty,2,30,60,Saturday,6,January,1,45–54,Few Items,Weekend
449,03-07-2023,CUST449,Male,25,Electronics,4,50,200,Monday,1,July,7,25–34,Bulk Purchase,Weekday
450,18-04-2023,CUST450,Female,59,Beauty,2,25,50,Tuesday,2,April,4,55–64,Few Items,Weekday
451,16-12-2023,CUST451,Female,45,Electronics,1,30,30,Saturday,6,December,12,45–54,Single Item,Weekend
452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,Monday,1,May,5,45–54,Few Items,Weekday
453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,Friday,5,December,12,25–34,Few Items,Weekday
454,22-02-2023,CUST454,Female,46,Beauty,1,25,25,Wednesday,3,February,2,45–54,Single Item,Weekday
455,01-07-2023,CUST455,Male,31,Electronics,4,25,100,Saturday,6,July,7,25–34,Bulk Purchase,Weekend
456,14-10-2023,CUST456,Male,57,Electronics,2,30,60,Saturday,6,October,10,55–64,Few Items,Weekend
457,28-07-2023,CUST457,Female,58,Beauty,3,300,900,Friday,5,July,7,55–64,Few Items,Weekday
458,14-11-2023,CUST458,Female,39,Electronics,4,25,100,Tuesday,2,November,11,35–44,Bulk Purchase,Weekday
459,21-03-2023,CUST459,Male,28,Clothing,4,300,1200,Tuesday,2,March,3,25–34,Bulk Purchase,Weekday
460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,Tuesday,2,May,5,35–44,Single Item,Weekday
461,25-03-2023,CUST461,Female,18,Beauty,2,500,1000,Saturday,6,March,3,18–24,Few Items,Weekend
462,01-04-2023,CUST462,Male,63,Electronics,4,300,1200,Saturday,6,April,4,55–64,Bulk Purchase,Weekend
463,31-07-2023,CUST463,Female,54,Beauty,3,500,1500,Monday,1,July,7,45–54,Few Items,Weekday
464,13-01-2023,CUST464,Male,38,Electronics,2,300,600,Friday,5,January,1,35–44,Few Items,Weekday
465,02-04-2023,CUST465,Female,43,Electronics,3,50,150,Sunday,7,April,4,35–44,Few Items,Weekend
466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,Tuesday,2,June,6,55–64,Bulk Purchase,Weekday
467,30-07-2023,CUST467,Female,53,Electronics,3,50,150,Sunday,7,July,7,45–54,Few Items,Weekend
468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,Saturday,6,December,12,35–44,Single Item,Weekend
469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,Monday,1,May,5,18–24,Few Items,Weekday
470,17-05-2023,CUST470,Female,57,Clothing,2,500,1000,Wednesday,3,May,5,55–64,Few Items,Weekday
471,23-03-2023,CUST471,Male,32,Clothing,3,50,150,Thursday,4,March,3,25–34,Few Items,Weekday
472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,Tuesday,2,December,12,35–44,Few Items,Weekday
473,25-02-2023,CUST473,Male,64,Beauty,1,50,50,Saturday,6,February,2,55–64,Single Item,Weekend
474,15-07-2023,CUST474,Female,26,Clothing,3,500,1500,Saturday,6,July,7,25–34,Few Items,Weekend
475,20-01-2023,CUST475,Male,26,Clothing,3,25,75,Friday,5,January,1,25–34,Few Items,Weekday
476,29-08-2023,CUST476,Female,27,Clothing,4,500,2000,Tuesday,2,August,8,25–34,Bulk Purchase,Weekday
477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,Monday,1,April,4,35–44,Bulk Purchase,Weekday
478,13-04-2023,CUST478,Female,58,Clothing,2,30,60,Thursday,4,April,4,55–64,Few Items,Weekday
479,24-08-2023,CUST479,Male,52,Electronics,4,300,1200,Thursday,4,August,8,45–54,Bulk Purchase,Weekday
480,29-06-2023,CUST480,Female,42,Beauty,4,500,2000,Thursday,4,June,6,35–44,Bulk Purchase,Weekday
481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,Tuesday,2,June,6,35–44,Bulk Purchase,Weekday
482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,Thursday,4,April,4,25–34,Bulk Purchase,Weekday
483,25-04-2023,CUST483,Male,55,Clothing,1,30,30,Tuesday,2,April,4,55–64,Single Item,Weekday
484,13-01-2023,CUST484,Female,19,Clothing,4,300,1200,Friday,5,January,1,18–24,Bulk Purchase,Weekday
485,04-12-2023,CUST485,Male,24,Electronics,1,30,30,Monday,1,December,12,18–24,Single Item,Weekday
486,09-04-2023,CUST486,Female,35,Electronics,1,25,25,Sunday,7,April,4,35–44,Single Item,Weekend
487,24-07-2023,CUST487,Male,44,Clothing,4,500,2000,Monday,1,July,7,35–44,Bulk Purchase,Weekday
488,18-06-2023,CUST488,Female,51,Electronics,3,300,900,Sunday,7,June,6,45–54,Few Items,Weekend
489,23-05-2023,CUST489,Male,44,Electronics,1,30,30,Tuesday,2,May,5,35–44,Single Item,Weekday
490,05-02-2023,CUST490,Male,34,Clothing,3,50,150,Sunday,7,February,2,25–34,Few Items,Weekend
491,23-05-2023,CUST491,Female,60,Electronics,3,300,900,Tuesday,2,May,5,55–64,Few Items,Weekday
492,29-06-2023,CUST492,Male,61,Beauty,4,25,100,Thursday,4,June,6,55–64,Bulk Purchase,Weekday
